"datetime","positive_set","negative_set","representation","classifier","extra","score","matrix","precision","recall","f_measure","Runtime(seconds)","Algorithm_time(seconds)","Comments"
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","count","naive","{'sub_class': ''}","0.635164835165","[[ 16 141]
 [ 25 273]]","0.101910828025","0.390243902439","0.161616161616","0.051631927490234375","0.034905195236206055",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","tfidf","naive","{'sub_class': ''}","0.641758241758","[[  0 163]
 [  0 292]]","0","0","0","0.04775500297546387","0.03533506393432617",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","hash","naive","{'sub_class': ''}","0.63956043956","[[  0 164]
 [  0 291]]","0","0","0","0.28692102432250977","0.27109646797180176",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","count","svm","{'sub_class': ''}","0.648351648352","[[  0 160]
 [  0 295]]","0","0","0","0.10250210762023926","0.09141063690185547",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","tfidf","svm","{'sub_class': ''}","0.654945054945","[[  0 157]
 [  0 298]]","0","0","0","0.10161924362182617","0.09036660194396973",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","hash","svm","{'sub_class': ''}","0.659340659341","[[  0 155]
 [  0 300]]","0","0","0","0.10167908668518066","0.09051060676574707",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","count","max_ent","{'sub_class': ''}","0.665934065934","[[ 25 130]
 [ 22 278]]","0.161290322581","0.531914893617","0.247524752475","0.050058841705322266","0.03786039352416992",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","tfidf","max_ent","{'sub_class': ''}","0.659340659341","[[  0 155]
 [  0 300]]","0","0","0","0.04981040954589844","0.03742623329162598",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","hash","max_ent","{'sub_class': ''}","0.654945054945","[[  0 155]
 [  2 298]]","0.0","0.0","0","0.7593348026275635","0.7446682453155518",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","count","neural","{'sub_class': ''}","0.674725274725","[[ 20 129]
 [ 19 287]]","0.134228187919","0.512820512821","0.212765957447","2.7347824573516846","2.7178728580474854",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","tfidf","neural","{'sub_class': ''}","0.615384615385","[[ 20 142]
 [ 33 260]]","0.123456790123","0.377358490566","0.186046511628","1.5881505012512207","1.5646443367004395",""
"Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","hash","neural","{'sub_class': ''}","","","","","","","","Algorithm Timeout"
"Mon Jul 24 15:12:43 2017","Mon Jul 24 15:12:43 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","hash","neural","{'sub_class': ''}","","","","","","","","Algorithm Timeout"
