"datetime","positive_set","negative_set","representation","classifier","extra","score","matrix","precision","recall","f_measure","Runtime(seconds)","Algorithm_time(seconds)","Comments"
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","count","naive","{'sub_class': ''}","0.648351648352","[[ 19 142]
 [ 18 276]]","0.11801242236","0.513513513514","0.191919191919","0.045874834060668945","0.03310537338256836",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","tfidf","naive","{'sub_class': ''}","0.617582417582","[[  0 174]
 [  0 281]]","0","0","0","0.04987955093383789","0.03530764579772949",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","hash","naive","{'sub_class': ''}","0.621978021978","[[  0 172]
 [  0 283]]","0","0","0","0.28649330139160156","0.2734818458557129",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","count","svm","{'sub_class': ''}","0.652747252747","[[  0 158]
 [  0 297]]","0","0","0","0.10562825202941895","0.0926811695098877",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","tfidf","svm","{'sub_class': ''}","0.648351648352","[[  0 160]
 [  0 295]]","0","0","0","0.10464644432067871","0.0910637378692627",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","hash","svm","{'sub_class': ''}","0.661538461538","[[  0 154]
 [  0 301]]","0","0","0","0.10651898384094238","0.09429597854614258",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","count","max_ent","{'sub_class': ''}","0.654945054945","[[ 30 128]
 [ 29 268]]","0.189873417722","0.508474576271","0.276497695853","0.04872918128967285","0.03532099723815918",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","tfidf","max_ent","{'sub_class': ''}","0.648351648352","[[  0 160]
 [  0 295]]","0","0","0","0.04577159881591797","0.035169124603271484",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","hash","max_ent","{'sub_class': ''}","0.595604395604","[[  0 184]
 [  0 271]]","0","0","0","1.0333383083343506","1.0226750373840332",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","count","neural","{'sub_class': ''}","0.657142857143","[[ 21 131]
 [ 25 278]]","0.138157894737","0.45652173913","0.212121212121","2.537604808807373","2.5265932083129883",""
"Mon Jul 24 15:10:51 2017","test_extractions/bc_samples.txt","test_extractions/bc_grounds.txt","tfidf","neural","{'sub_class': ''}","0.650549450549","[[ 16 133]
 [ 26 280]]","0.107382550336","0.380952380952","0.167539267016","2.0395238399505615","2.01790189743042",""
